fid,provinsi,kecamatan,desa,kabkot
71211,GORONTALO,BOLIYOHUTO,LAMAHU,GORONTALO
71212,GORONTALO,BOLIYOHUTO,POTANGA,GORONTALO
71213,GORONTALO,PULUBALA,PUNCAK,GORONTALO
71214,GORONTALO,PULUBALA,MULYONEGORO,GORONTALO
71215,GORONTALO,PULUBALA,TOYDITO,GORONTALO
71216,GORONTALO,PULUBALA,BAKTI,GORONTALO
71217,GORONTALO,PULUBALA,TRIDARMA,GORONTALO
71218,GORONTALO,PULUBALA,MOLALAHU,GORONTALO
71219,GORONTALO,PULUBALA,PONGONGAILA,GORONTALO
71220,GORONTALO,PULUBALA,AYUMOLINGO,GORONTALO
71221,GORONTALO,PULUBALA,MOLAMAHU,GORONTALO
71222,GORONTALO,TIBAWA,BOTUMOPUTI,GORONTALO
71223,GORONTALO,TIBAWA,MOTILANGO,GORONTALO
71224,GORONTALO,TIBAWA,ISIMU UTARA,GORONTALO
71225,GORONTALO,TIBAWA,MOLOWAHU,GORONTALO
71226,GORONTALO,TIBAWA,REKSONEGORO,GORONTALO
71227,GORONTALO,TIBAWA,DUNGGALA,GORONTALO
71228,GORONTALO,TIBAWA,TOLOTIO,GORONTALO
71229,GORONTALO,TIBAWA,ISIMU RAYA,GORONTALO
71230,GORONTALO,TIBAWA,DATAHU,GORONTALO
71231,GORONTALO,TIBAWA,ILOPONU,GORONTALO
71232,GORONTALO,TIBAWA,ILOMATA,GORONTALO
71233,GORONTALO,TIBAWA,ISIMU SELATAN,GORONTALO
71234,GORONTALO,TIBAWA,BALAHU,GORONTALO
71235,GORONTALO,TIBAWA,LABANU,GORONTALO
71236,GORONTALO,TIBAWA,BUHU,GORONTALO
71237,GORONTALO,TABONGO,ILOMANGGA,GORONTALO
71238,GORONTALO,TABONGO,LIMEHE BARAT,GORONTALO
71239,GORONTALO,TABONGO,TABONGO BARAT,GORONTALO
71240,GORONTALO,TABONGO,MOTINELO,GORONTALO
71241,GORONTALO,TABONGO,LIMEHU,GORONTALO
71242,GORONTALO,TABONGO,TABONGO TIMUR,GORONTALO
71243,GORONTALO,TABONGO,TERATAI,GORONTALO
71244,GORONTALO,TABONGO,LIMEHE TIMUR,GORONTALO
71245,GORONTALO,TABONGO,MOAHUDU,GORONTALO
71246,GORONTALO,BONGOMEME,AMBARA,GORONTALO
71247,GORONTALO,BONGOMEME,DUNGALIYO,GORONTALO
71248,GORONTALO,BONGOMEME,BATULAYAR,GORONTALO
71249,GORONTALO,BONGOMEME,OTOPADE,GORONTALO
71250,GORONTALO,BONGOMEME,MOLAS,GORONTALO
71251,GORONTALO,BONGOMEME,MOLANIHU,GORONTALO
71252,GORONTALO,BONGOMEME,MOLOPATODU,GORONTALO
71253,GORONTALO,BONGOMEME,BONGOHULAWA,GORONTALO
71254,GORONTALO,BONGOMEME,BATU LORENG,GORONTALO
71255,GORONTALO,BONGOMEME,UPOMELA,GORONTALO
71256,GORONTALO,BONGOMEME,DULAMAYO,GORONTALO
71257,GORONTALO,BONGOMEME,HUNTULOHULAWA,GORONTALO
71258,GORONTALO,BONGOMEME,PANGADAA,GORONTALO
71259,GORONTALO,BONGOMEME,KALIYOSO,GORONTALO
71260,GORONTALO,BONGOMEME,BONGOMEME,GORONTALO
71261,GORONTALO,BONGOMEME,PILOLALENGA,GORONTALO
71262,GORONTALO,BONGOMEME,AYUHULA,GORONTALO
71263,GORONTALO,BONGOMEME,TOHUPO,GORONTALO
71264,GORONTALO,BONGOMEME,DUWANGA,GORONTALO
71265,GORONTALO,BATUDAA,BARAKATI,GORONTALO
71266,GORONTALO,BATUDAA,BUA,GORONTALO
71267,GORONTALO,BATUDAA,DUNGGALA,GORONTALO
71268,GORONTALO,BATUDAA,HUNTU,GORONTALO
71269,GORONTALO,BATUDAA,PILOBUHUTA,GORONTALO
71270,GORONTALO,BATUDAA,ILOHUNGAYO,GORONTALO
71271,GORONTALO,BATUDAA,PAYUNGA,GORONTALO
71272,GORONTALO,BILUHU,BILUHU BARAT,GORONTALO
71273,GORONTALO,BILUHU,LOBUTO TIMUR,GORONTALO
71274,GORONTALO,BILUHU,HUWONGO,GORONTALO
71275,GORONTALO,BILUHU,LULUO,GORONTALO
71276,GORONTALO,BILUHU,BILUHU TENGAH,GORONTALO
71277,GORONTALO,BILUHU,LOBUTO,GORONTALO
71278,GORONTALO,BATUDAA PANTAI,TONTAYUO,GORONTALO
71279,GORONTALO,BATUDAA PANTAI,OLIMOO'O,GORONTALO
71280,GORONTALO,BATUDAA PANTAI,LAMU,GORONTALO
71281,GORONTALO,BATUDAA PANTAI,BONGO,GORONTALO
71282,GORONTALO,BATUDAA PANTAI,BILUHU TIMUR,GORONTALO
71283,GORONTALO,BATUDAA PANTAI,LOPO,GORONTALO
71284,GORONTALO,ASPARAGA,PANGAHU,GORONTALO
71285,GORONTALO,TELAGA,HULAWA,GORONTALO
71286,GORONTALO,TILANGO,TABUMELA,GORONTALO
71287,GORONTALO,BATUDAA PANTAI,KAYUBULAN,GORONTALO
71288,GORONTALO,TOLANGOHULA,SIDOARJO,GORONTALO
71289,GORONTALO,BOLIYOHUTO,DILONIYOHU,GORONTALO
71290,GORONTALO,ASPARAGA,BULULI,GORONTALO
71291,GORONTALO,ASPARAGA,KARYA INDAH,GORONTALO
71292,GORONTALO,TELAGA BIRU,DULAMAYO UTARA,GORONTALO
71293,GORONTALO,TILANGO,TENGGELA,GORONTALO
71294,GORONTALO,DANAU LIMBOTO,DANAU LIMBOTO,DANAU LIMBOTO
71295,GORONTALO,BATUDAA,ILUTA,GORONTALO
71296,GORONTALO,TOLANGOHULA,LAKEYA,GORONTALO
71297,GORONTALO,TOLANGOHULA,MOLOHU,GORONTALO
71298,GORONTALO,TELAGA,LUHU,GORONTALO
71299,GORONTALO,TELAGA,MONGOLATO,GORONTALO
71300,GORONTALO,LIMBOTO,HEPUHULAWA,GORONTALO
71301,GORONTALO,PULUBALA,PULUBALA,GORONTALO
71302,GORONTALO,LIMBOTO,BONGOHULAWA,GORONTALO
71303,GORONTALO,LIMBOTO,HUNGGALUWA,GORONTALO
71304,GORONTALO,LIMBOTO,KAYUMERAH,GORONTALO
71305,GORONTALO,TILANGO,DULOMO,GORONTALO
71306,GORONTALO,TILANGO,TUALANGO,GORONTALO
71307,GORONTALO,DENGILO,HUTA MOPUTI,POHUWATO
71308,GORONTALO,DENGILO,KARANGETANG,POHUWATO
71309,GORONTALO,DENGILO,KARYA BARU,POHUWATO
71310,GORONTALO,DENGILO,PADENGO,POHUWATO
71311,GORONTALO,DENGILO,POPAYA,POHUWATO
71312,GORONTALO,PAGUAT,BUHU JAYA,POHUWATO
71313,GORONTALO,PAGUAT,KEMIRI,POHUWATO
71314,GORONTALO,PAGUAT,BUNUYO,POHUWATO
71315,GORONTALO,PAGUAT,SIPAYO,POHUWATO
71316,GORONTALO,PAGUAT,SIDUAN,POHUWATO
71317,GORONTALO,PAGUAT,PENTADU,POHUWATO
71318,GORONTALO,PAGUAT,LIBUO,POHUWATO
71319,GORONTALO,TALUDITI,UPT.MARISA VI,POHUWATO
71320,GORONTALO,TALUDITI,KALIMAS,POHUWATO
71321,GORONTALO,TALUDITI,TIRTO ASRI,POHUWATO
71322,GORONTALO,TALUDITI,PANCA KARSA II,POHUWATO
71323,GORONTALO,TALUDITI,MEKARTI JAYA,POHUWATO
71324,GORONTALO,TALUDITI,MALANGO,POHUWATO
71325,GORONTALO,TALUDITI,PANCA KARSA I,POHUWATO
71326,GORONTALO,RANDANGAN,BANUROJA,POHUWATO
71327,GORONTALO,RANDANGAN,HUYULA,POHUWATO
71328,GORONTALO,RANDANGAN,PATUHU,POHUWATO
71329,GORONTALO,RANDANGAN,MANUNGGAL KARYA,POHUWATO
71330,GORONTALO,RANDANGAN,PELAMBANE,POHUWATO
71331,GORONTALO,RANDANGAN,SARI MURNI,POHUWATO
71332,GORONTALO,RANDANGAN,SIDORUKUN,POHUWATO
71333,GORONTALO,RANDANGAN,OMAYUWA,POHUWATO
71334,GORONTALO,DUHIADAA,UPT DUHIADAA,POHUWATO
71335,GORONTALO,DUHIADAA,BULILI,POHUWATO
71336,GORONTALO,DUHIADAA,BUNTULIA JAYA,POHUWATO
71337,GORONTALO,DUHIADAA,BUNTULIA SELATAN,POHUWATO
71338,GORONTALO,DUHIADAA,MOOTILANGO,POHUWATO
71339,GORONTALO,DUHIADAA,PADENGO,POHUWATO
71340,GORONTALO,DUHIADAA,DUHIADAA,POHUWATO
71341,GORONTALO,DUHIADAA,MEKAR JAYA,POHUWATO
71342,GORONTALO,BUNTULIA,KARYA INDAH,POHUWATO
71343,GORONTALO,BUNTULIA,TALUDUYUNU,POHUWATO
71344,GORONTALO,BUNTULIA,BUNTULIA UTARA,POHUWATO
71345,GORONTALO,BUNTULIA,BUNTULIA TENGAH,POHUWATO
71346,GORONTALO,BUNTULIA,SIPATANA,POHUWATO
71347,GORONTALO,PATILANGGIO,BALAYO,POHUWATO
71348,GORONTALO,PATILANGGIO,DUDEPO,POHUWATO
71349,GORONTALO,PATILANGGIO,MANAWA,POHUWATO
71350,GORONTALO,PATILANGGIO,ILO HELUMA,POHUWATO
71351,GORONTALO,MARISA,BOTUBILOTAHU INDAH,POHUWATO
71352,GORONTALO,MARISA,BULANGITA,POHUWATO
71353,GORONTALO,MARISA,MARISA SELATAN,POHUWATO
71354,GORONTALO,MARISA,MARISA UTARA,POHUWATO
71355,GORONTALO,MARISA,TERATAI,POHUWATO
71356,GORONTALO,MARISA,POHUWATO,POHUWATO
71357,GORONTALO,WANGGARASI,BUKIT HARAPAN,POHUWATO
71358,GORONTALO,WANGGARASI,TUWEYA,POHUWATO
71359,GORONTALO,WANGGARASI,LEMBAH PERMAI,POHUWATO
71360,GORONTALO,WANGGARASI,BOHUSAMI,POHUWATO
71361,GORONTALO,WANGGARASI,WONGGARASI TIMUR,POHUWATO
71362,GORONTALO,WANGGARASI,YIPILO,POHUWATO
71363,GORONTALO,LEMITO,KENARI,POHUWATO
71364,GORONTALO,LEMITO,LEMITO UTARA,POHUWATO
71365,GORONTALO,LEMITO,LOMULI,POHUWATO
71366,GORONTALO,LEMITO,BALOBALONGE,POHUWATO
71367,GORONTALO,LEMITO,SUKA DAMAI,POHUWATO
71368,GORONTALO,LEMITO,WONGGARASI TENGAH,POHUWATO
71369,GORONTALO,POPAYATO TIMUR,BUNTO,POHUWATO
71370,GORONTALO,POPAYATO TIMUR,KELAPA LIMA,POHUWATO
71371,GORONTALO,POPAYATO TIMUR,LONDOUN,POHUWATO
71372,GORONTALO,POPAYATO TIMUR,MALEO,POHUWATO
71373,GORONTALO,POPAYATO TIMUR,MILANGODAA,POHUWATO
71374,GORONTALO,POPAYATO TIMUR,MARISA,POHUWATO
71375,GORONTALO,POPAYATO TIMUR,TAHELE,POHUWATO
71376,GORONTALO,POPAYATO BARAT,BUTUNGALE,POHUWATO
71377,GORONTALO,POPAYATO BARAT,DUDEWULO,POHUWATO
71378,GORONTALO,POPAYATO BARAT,MOLOSIPAT,POHUWATO
71379,GORONTALO,POPAYATO BARAT,MOLOSIPAT UTARA,POHUWATO
71380,GORONTALO,POPAYATO BARAT,PADENGO,POHUWATO
71381,GORONTALO,POPAYATO BARAT,PERSATUAN,POHUWATO
71382,GORONTALO,POPAYATO BARAT,TUNAS JAYA,POHUWATO
71383,GORONTALO,POPAYATO,BUKIT TINGKI,POHUWATO
71384,GORONTALO,POPAYATO,POPAYATO,POHUWATO
71385,GORONTALO,POPAYATO,TELAGA,POHUWATO
71386,GORONTALO,POPAYATO,TOROSIAJE,POHUWATO
71387,GORONTALO,POPAYATO,TUNAS HARAPAN,POHUWATO
71388,GORONTALO,POPAYATO,TRIKORA,POHUWATO
71389,GORONTALO,POPAYATO,TOROSIAJE JAYA,POHUWATO
71390,GORONTALO,POPAYATO,TELAGA BIRU,POHUWATO
71391,GORONTALO,POPAYATO,BUMI BAHARI,POHUWATO
71392,GORONTALO,POPAYATO,DAMBALO,POHUWATO
71393,GORONTALO,RANDANGAN,SIDUWONGE,POHUWATO
71394,GORONTALO,RANDANGAN,IMBODU,POHUWATO
71395,GORONTALO,PATILANGGIO,DULOMO,POHUWATO
71396,GORONTALO,PATILANGGIO,SUKA MAKMUR,POHUWATO
71397,GORONTALO,RANDANGAN,AYULA,POHUWATO
71398,GORONTALO,PAGUAT,MALEO,POHUWATO
71399,GORONTALO,LEMITO,LEMITO,POHUWATO
71400,GORONTALO,LEMITO,WONGGARASI BARAT,POHUWATO
71401,GORONTALO,PAGUAT,BUMBULAN,POHUWATO
71402,GORONTALO,MARISA,PALOPO,POHUWATO
71403,GORONTALO,MARISA,POHUWATO TIMUR,POHUWATO
71404,GORONTALO,WANGGARASI,LIMBULA,POHUWATO
71405,GORONTALO,DUHIADAA,BUNTULIA BARAT,POHUWATO
71406,GORONTALO,BUNTULIA,TALUDUYUNU UTARA,POHUWATO
71407,GORONTALO,BUNTULIA,HULAWA,POHUWATO
71408,GORONTALO,RANDANGAN,MOTOLOHU SELATAN,POHUWATO
71409,GORONTALO,RANDANGAN,MOTOLOHU,POHUWATO
71410,GORONTALO,PAGUAT,MOLAMAHU,POHUWATO
71411,GORONTALO,PAGUAT,SOGINTI,POHUWATO
71412,GORONTALO,BULAWA,BUKIT HIJAU,BONE BOLANGO
71413,GORONTALO,BULAWA,BUNGA HIJAU,BONE BOLANGO
71414,GORONTALO,BULAWA,KAIDUNDU BARAT,BONE BOLANGO
71415,GORONTALO,BULAWA,KAIDUNDU,BONE BOLANGO
71416,GORONTALO,BULAWA,MAMUNGAA TIMUR,BONE BOLANGO
71417,GORONTALO,BULAWA,MAMUNGAA,BONE BOLANGO
71418,GORONTALO,BULAWA,MOPUYA,BONE BOLANGO
71419,GORONTALO,BULAWA,NYIUR HIJAU,BONE BOLANGO
71420,GORONTALO,BULAWA,PATOA,BONE BOLANGO
71421,GORONTALO,BONE,BILOLANTUNGA,BONE BOLANGO
71422,GORONTALO,BONE,CENDANA PUTIH,BONE BOLANGO
71423,GORONTALO,BONE,ILOHUUWA,BONE BOLANGO
71424,GORONTALO,BONE,INOGALUMA,BONE BOLANGO
71425,GORONTALO,BONE,MASIAGA,BONE BOLANGO
71426,GORONTALO,BONE,MOODULIO,BONE BOLANGO
71427,GORONTALO,BONE,MOLAMAHU,BONE BOLANGO
71428,GORONTALO,BONE,MONANO,BONE BOLANGO
71429,GORONTALO,BONE,MUARA BONE,BONE BOLANGO
71430,GORONTALO,BONE,SOGITIA,BONE BOLANGO
71431,GORONTALO,BONE,TALUDAA,BONE BOLANGO
71432,GORONTALO,BONE,TUMBUH MEKAR,BONE BOLANGO
71433,GORONTALO,BONE,WALUHU,BONE BOLANGO
71434,GORONTALO,BONE RAYA,TOMBULILATO,BONE BOLANGO
71435,GORONTALO,BONE RAYA,MOOPIYA,BONE BOLANGO
71436,GORONTALO,BONE RAYA,MOOTINELO,BONE BOLANGO
71437,GORONTALO,BONE RAYA,INOMATA,BONE BOLANGO
71438,GORONTALO,BONE RAYA,LAUT BIRU,BONE BOLANGO
71439,GORONTALO,BONE RAYA,ALO,BONE BOLANGO
71440,GORONTALO,BONE RAYA,PELITA JAYA,BONE BOLANGO
71441,GORONTALO,BONE RAYA,MOOTAYU,BONE BOLANGO
71442,GORONTALO,KABILA BONE,OLUHUTA,BONE BOLANGO
71443,GORONTALO,KABILA BONE,OLELE,BONE BOLANGO
71444,GORONTALO,KABILA BONE,MOLOTABU,BONE BOLANGO
71445,GORONTALO,KABILA BONE,MODELOMO,BONE BOLANGO
71446,GORONTALO,KABILA BONE,HUANGOBOTU,BONE BOLANGO
71447,GORONTALO,KABILA BONE,BOTUTONUO,BONE BOLANGO
71448,GORONTALO,KABILA BONE,BOTUBARANI,BONE BOLANGO
71449,GORONTALO,KABILA BONE,BINTALAHE,BONE BOLANGO
71450,GORONTALO,KABILA BONE,BILUANGO,BONE BOLANGO
71451,GORONTALO,BONE PANTAI,TAMBOO,BONE BOLANGO
71452,GORONTALO,BONE PANTAI,TIHU,BONE BOLANGO
71453,GORONTALO,BONE PANTAI,BILUNGALA,BONE BOLANGO
71454,GORONTALO,BONE PANTAI,TUNAS JAYA,BONE BOLANGO
71455,GORONTALO,BONE PANTAI,TONGO,BONE BOLANGO
71456,GORONTALO,BONE PANTAI,BATU HIJAU,BONE BOLANGO
71457,GORONTALO,BONE PANTAI,BILUNGALA UTARA,BONE BOLANGO
71458,GORONTALO,BONE PANTAI,KAMIRI,BONE BOLANGO
71459,GORONTALO,BONE PANTAI,PELITA HIJAU,BONE BOLANGO
71460,GORONTALO,BONE PANTAI,OMBULO HIJAU,BONE BOLANGO
71461,GORONTALO,BONE PANTAI,UABANGA,BONE BOLANGO
71462,GORONTALO,BONE PANTAI,LEMBAH HIJAU,BONE BOLANGO
71463,GORONTALO,BONE PANTAI,Tolotio,BONE BOLANGO
71464,GORONTALO,SUWAWA TENGAH,TOLOMATO,BONE BOLANGO
71465,GORONTALO,SUWAWA TENGAH,TAPADAA,BONE BOLANGO
71466,GORONTALO,SUWAWA TENGAH,LOMPOTOO,BONE BOLANGO
71467,GORONTALO,SUWAWA TENGAH,LOMBONGO,BONE BOLANGO
71468,GORONTALO,SUWAWA TENGAH,DUANO,BONE BOLANGO
71469,GORONTALO,SUWAWA TENGAH,ALALE,BONE BOLANGO
71470,GORONTALO,SUWAWA TIMUR,TILANGOBULA,BONE BOLANGO
71471,GORONTALO,SUWAWA TIMUR,TULABOLO TIMUR,BONE BOLANGO
71472,GORONTALO,SUWAWA TIMUR,TULABOLO,BONE BOLANGO
71473,GORONTALO,SUWAWA TIMUR,BANGIO,BONE BOLANGO
71474,GORONTALO,SUWAWA TIMUR,PINOGU PERMAI,BONE BOLANGO
71475,GORONTALO,SUWAWA TIMUR,DUMBAYABULAN,BONE BOLANGO
71476,GORONTALO,SUWAWA TIMUR,PODUOMA,BONE BOLANGO
71477,GORONTALO,SUWAWA TIMUR,PANGGULO,BONE BOLANGO
71478,GORONTALO,SUWAWA TIMUR,TULABOLO BARAT,BONE BOLANGO
71479,GORONTALO,SUWAWA TIMUR,PINOGU,BONE BOLANGO
71480,GORONTALO,SUWAWA TIMUR,DATARAN HIJAU,BONE BOLANGO
71481,GORONTALO,SUWAWA SELATAN,PANCURAN,BONE BOLANGO
71482,GORONTALO,SUWAWA SELATAN,MOLINTOGUPO,BONE BOLANGO
71483,GORONTALO,SUWAWA SELATAN,LIBUNGO,BONE BOLANGO
71484,GORONTALO,SUWAWA SELATAN,BONEDAA,BONE BOLANGO
71485,GORONTALO,SUWAWA SELATAN,BONDA RAYA,BONE BOLANGO
71486,GORONTALO,SUWAWA SELATAN,BONDAWUNA,BONE BOLANGO
71487,GORONTALO,SUWAWA,BOLUDAWA,BONE BOLANGO
71488,GORONTALO,SUWAWA,TINGKOHUBU,BONE BOLANGO
71489,GORONTALO,SUWAWA,BUBEYA,BONE BOLANGO
71490,GORONTALO,SUWAWA,HULUDUOTAMO,BONE BOLANGO
71491,GORONTALO,SUWAWA,BUBE BARU,BONE BOLANGO
71492,GORONTALO,SUWAWA,HELUMO,BONE BOLANGO
71493,GORONTALO,SUWAWA,TINGKOHUBU TIMUR,BONE BOLANGO
71494,GORONTALO,SUWAWA,TINELO,BONE BOLANGO
71495,GORONTALO,SUWAWA,BUBE,BONE BOLANGO
71496,GORONTALO,SUWAWA,ULANTA,BONE BOLANGO
71497,GORONTALO,TILONGKABILA,BONGOIME,BONE BOLANGO
71498,GORONTALO,TILONGKABILA,BONGOPINI,BONE BOLANGO
71499,GORONTALO,TILONGKABILA,BUTU,BONE BOLANGO
71500,GORONTALO,TILONGKABILA,ILOHELUMA,BONE BOLANGO
71501,GORONTALO,TILONGKABILA,LONUO,BONE BOLANGO
71502,GORONTALO,TILONGKABILA,MOTILANGO,BONE BOLANGO
71503,GORONTALO,TILONGKABILA,MOUTONG,BONE BOLANGO
71504,GORONTALO,TILONGKABILA,PERMATA,BONE BOLANGO
71505,GORONTALO,TILONGKABILA,TAMBOO,BONE BOLANGO
71506,GORONTALO,TILONGKABILA,TOTO UTARA,BONE BOLANGO
71507,GORONTALO,TILONGKABILA,TUNGGULO,BONE BOLANGO
71508,GORONTALO,TILONGKABILA,TUNGGULO SELATAN,BONE BOLANGO
71509,GORONTALO,BOTUPINGGE,TIMBUOLO TIMUR,BONE BOLANGO
71510,GORONTALO,BOTUPINGGE,TIMBUOLO TENGAH,BONE BOLANGO
71511,GORONTALO,BOTUPINGGE,TIMBUOLO,BONE BOLANGO
71512,GORONTALO,BOTUPINGGE,PANGGULO BARAT,BONE BOLANGO
71513,GORONTALO,BOTUPINGGE,LUWOHU,BONE BOLANGO
71514,GORONTALO,BOTUPINGGE,BUATA,BONE BOLANGO
71515,GORONTALO,KABILA,TUMBIHE,BONE BOLANGO
71516,GORONTALO,KABILA,TOTO SELATAN,BONE BOLANGO
71517,GORONTALO,KABILA,TALANGO,BONE BOLANGO
71518,GORONTALO,KABILA,POOWO,BONE BOLANGO
71519,GORONTALO,KABILA,PAUWO,BONE BOLANGO
71520,GORONTALO,KABILA,POOWO BARAT,BONE BOLANGO
71521,GORONTALO,KABILA,OLUHUTA UTARA,BONE BOLANGO
71522,GORONTALO,KABILA,DUTOHE,BONE BOLANGO
71523,GORONTALO,BULANGO ULU,ILOMATA,BONE BOLANGO
71524,GORONTALO,BULANGO ULU,MONGIILO,BONE BOLANGO
71525,GORONTALO,BULANGO ULU,MONGILO UTARA,BONE BOLANGO
71526,GORONTALO,BULANGO ULU,OWATA,BONE BOLANGO
71527,GORONTALO,BULANGO ULU,PILOLAHEYA,BONE BOLANGO
71528,GORONTALO,BULANGO ULU,SUKA MAKMUR,BONE BOLANGO
71529,GORONTALO,BULANGO ULU,UPT OWATA,BONE BOLANGO
71530,GORONTALO,BULANGO TIMUR,BULOTALANGI,BONE BOLANGO
71531,GORONTALO,BULANGO TIMUR,BULOTALANGI BARAT,BONE BOLANGO
71532,GORONTALO,BULANGO TIMUR,BULOTALANGI TIMUR,BONE BOLANGO
71533,GORONTALO,BULANGO TIMUR,POPODU,BONE BOLANGO
71534,GORONTALO,BULANGO TIMUR,TOLUWAYA,BONE BOLANGO
71535,GORONTALO,BULANGO SELATAN,AYULA SELATAN,BONE BOLANGO
71536,GORONTALO,BULANGO SELATAN,AYULA TILANGO,BONE BOLANGO
71537,GORONTALO,BULANGO SELATAN,AYULA TIMUR,BONE BOLANGO
71538,GORONTALO,BULANGO SELATAN,HUNTU SELATAN,BONE BOLANGO
71539,GORONTALO,BULANGO SELATAN,HUNTU UTARA,BONE BOLANGO
71540,GORONTALO,BULANGO SELATAN,LAMAHU,BONE BOLANGO
71541,GORONTALO,BULANGO SELATAN,MEKAR JAYA,BONE BOLANGO
71542,GORONTALO,BULANGO SELATAN,SEJAHTERA,BONE BOLANGO
71543,GORONTALO,BULANGO UTARA,SUKA DAMAI,BONE BOLANGO
71544,GORONTALO,BULANGO UTARA,LOMAYA,BONE BOLANGO
71545,GORONTALO,BULANGO UTARA,LONGALO,BONE BOLANGO
71546,GORONTALO,BULANGO UTARA,TULOA,BONE BOLANGO
71547,GORONTALO,BULANGO UTARA,KOPI,BONE BOLANGO
71548,GORONTALO,BULANGO UTARA,BOIDU,BONE BOLANGO
71549,GORONTALO,BULANGO UTARA,BUNUO,BONE BOLANGO
71550,GORONTALO,BULANGO UTARA,TUPA,BONE BOLANGO
71551,GORONTALO,TAPA,DUNGGALA,BONE BOLANGO
71552,GORONTALO,TAPA,TALULOBUTU,BONE BOLANGO
71553,GORONTALO,TAPA,TALUMOPATU,BONE BOLANGO
71554,GORONTALO,TAPA,KRAMAT,BONE BOLANGO
71555,GORONTALO,TAPA,MERANTI,BONE BOLANGO
71556,GORONTALO,TAPA,LANGGE,BONE BOLANGO
71557,GORONTALO,BULANGO UTARA,BANDUNGAN,BONE BOLANGO
71558,GORONTALO,TAPA,TALULOBUTU SELATAN,BONE BOLANGO
71559,GORONTALO,BULANGO SELATAN,TINELO AYULA,BONE BOLANGO
71560,GORONTALO,BULANGO SELATAN,AYULA UTARA,BONE BOLANGO
71561,GORONTALO,BOTUPINGGE,TANAH PUTIH,BONE BOLANGO
71562,GORONTALO,KABILA,OLUHUTA,BONE BOLANGO
71563,GORONTALO,KABILA,PADENGO,BONE BOLANGO
71564,GORONTALO,KABILA,TANGGILINGO,BONE BOLANGO
71565,GORONTALO,KABILA,DUTOHE BARAT,BONE BOLANGO
71566,GORONTALO,BOTUPINGGE,PANGGULO,BONE BOLANGO
71567,GORONTALO,SUWAWA SELATAN,BULONTALA TIMUR,BONE BOLANGO
71568,GORONTALO,SUWAWA SELATAN,BULONTALA,BONE BOLANGO
71569,GORONTALO,TOLINGGULA,LIMBATO,GORONTALO UTARA
71570,GORONTALO,TOLINGGULA,PAPUALANGI,GORONTALO UTARA
71571,GORONTALO,TOLINGGULA,TOLINGGULA ULU,GORONTALO UTARA
71572,GORONTALO,TOLINGGULA,TOLINGGULA TENGAH,GORONTALO UTARA
71573,GORONTALO,TOLINGGULA,SP. SUMALATA III,GORONTALO UTARA
71574,GORONTALO,TOLINGGULA,DIDINGGA,GORONTALO UTARA
71575,GORONTALO,TOLINGGULA,BIAWU,GORONTALO UTARA
71576,GORONTALO,TOLINGGULA,WINDU,GORONTALO UTARA
71577,GORONTALO,TOLINGGULA,MOLANGGA,GORONTALO UTARA
71578,GORONTALO,SUMALATA,DULUKAPA,GORONTALO UTARA
71579,GORONTALO,SUMALATA,WUBUDU,GORONTALO UTARA
71580,GORONTALO,SUMALATA,BULOILA,GORONTALO UTARA
71581,GORONTALO,SUMALATA,BULONTIO TIMUR,GORONTALO UTARA
71582,GORONTALO,SUMALATA,BULADU,GORONTALO UTARA
71583,GORONTALO,SUMALATA,DEME II,GORONTALO UTARA
71584,GORONTALO,SUMALATA,DEME I,GORONTALO UTARA
71585,GORONTALO,ANGGREK,DUNU,GORONTALO UTARA
71586,GORONTALO,ANGGREK,MOOTILANGO,GORONTALO UTARA
71587,GORONTALO,ANGGREK,TOLONGIO,GORONTALO UTARA
71588,GORONTALO,ANGGREK,MONAS,GORONTALO UTARA
71589,GORONTALO,ANGGREK,POPALO,GORONTALO UTARA
71590,GORONTALO,ANGGREK,TOLANGO,GORONTALO UTARA
71591,GORONTALO,ANGGREK,TUDI,GORONTALO UTARA
71592,GORONTALO,KWANDANG,BUALEMO,GORONTALO UTARA
71593,GORONTALO,KWANDANG,LEBOTO,GORONTALO UTARA
71594,GORONTALO,KWANDANG,DAMBALO,GORONTALO UTARA
71595,GORONTALO,KWANDANG,MOLUO,GORONTALO UTARA
71596,GORONTALO,KWANDANG,TITIDU,GORONTALO UTARA
71597,GORONTALO,KWANDANG,BULALO,GORONTALO UTARA
71598,GORONTALO,KWANDANG,MOLINGKAPOTO,GORONTALO UTARA
71599,GORONTALO,KWANDANG,MOLANTADU,GORONTALO UTARA
71600,GORONTALO,KWANDANG,MOOTINELO,GORONTALO UTARA
71601,GORONTALO,KWANDANG,POSSO,GORONTALO UTARA
71602,GORONTALO,KWANDANG,TANJUNG KARANG,GORONTALO UTARA
71603,GORONTALO,KWANDANG,PONTOLO,GORONTALO UTARA
71604,GORONTALO,GENTUMA RAYA,MOLONGGOTA,GORONTALO UTARA
71605,GORONTALO,GENTUMA RAYA,LANGKE,GORONTALO UTARA
71606,GORONTALO,GENTUMA RAYA,IPILO,GORONTALO UTARA
71607,GORONTALO,GENTUMA RAYA,GENTUMA,GORONTALO UTARA
71608,GORONTALO,GENTUMA RAYA,DUMOLODO,GORONTALO UTARA
71609,GORONTALO,ATINGGOLA,KOTA JIN,GORONTALO UTARA
71610,GORONTALO,ATINGGOLA,IMANA,GORONTALO UTARA
