fid,provinsi,kecamatan,desa,kabkot
71611,GORONTALO,ATINGGOLA,BINTANA,GORONTALO UTARA
71612,GORONTALO,ATINGGOLA,ILOMATA,GORONTALO UTARA
71613,GORONTALO,ATINGGOLA,MONGGUPO,GORONTALO UTARA
71614,GORONTALO,ATINGGOLA,PINONTOYONGA,GORONTALO UTARA
71615,GORONTALO,TOLINGGULA,POTANGA,GORONTALO UTARA
71616,GORONTALO,SUMALATA,BULONTIO BARAT,GORONTALO UTARA
71617,GORONTALO,SUMALATA,KASIA,GORONTALO UTARA
71618,GORONTALO,SUMALATA,KIKIA,GORONTALO UTARA
71619,GORONTALO,KWANDANG,PONELO,GORONTALO UTARA
71620,GORONTALO,ANGGREK,DUDEPO,GORONTALO UTARA
71621,GORONTALO,ANGGREK,MONANO,GORONTALO UTARA
71622,GORONTALO,ANGGREK,ILANGATA,GORONTALO UTARA
71623,GORONTALO,ATINGGOLA,BUATA,GORONTALO UTARA
71624,GORONTALO,TOLINGGULA,TOLINGGULA PANTAI,GORONTALO UTARA
71625,GORONTALO,KOTA TENGAH,DULALOWO,GORONTALO
71626,GORONTALO,KOTA TENGAH,DULALOWO TIMUR,GORONTALO
71627,GORONTALO,KOTA TENGAH,WUMIALO,GORONTALO
71628,GORONTALO,KOTA TENGAH,PULUBALA,GORONTALO
71629,GORONTALO,KOTA TENGAH,PAGUYAMAN,GORONTALO
71630,GORONTALO,KOTA TENGAH,LILUWO,GORONTALO
71631,GORONTALO,KOTA UTARA,BULOTADAA,GORONTALO
71632,GORONTALO,KOTA UTARA,BULOTADA TIMUR,GORONTALO
71633,GORONTALO,KOTA UTARA,DEMBE II,GORONTALO
71634,GORONTALO,KOTA UTARA,MOLOSIPAT U,GORONTALO
71635,GORONTALO,KOTA UTARA,DULOMO SELATAN,GORONTALO
71636,GORONTALO,KOTA UTARA,DULOMO,GORONTALO
71637,GORONTALO,KOTA UTARA,WONGKADITI BARAT,GORONTALO
71638,GORONTALO,KOTA UTARA,TAPA,GORONTALO
71639,GORONTALO,KOTA TIMUR,HELEDULAA,GORONTALO
71640,GORONTALO,KOTA TIMUR,LEATO UTARA,GORONTALO
71641,GORONTALO,KOTA TIMUR,TAMALATE,GORONTALO
71642,GORONTALO,KOTA TIMUR,LEATO SELATAN,GORONTALO
71643,GORONTALO,KOTA TIMUR,TALUMOLO,GORONTALO
71644,GORONTALO,KOTA TIMUR,PADEBUOLO,GORONTALO
71645,GORONTALO,KOTA TIMUR,HELEDULAA SELATAN,GORONTALO
71646,GORONTALO,KOTA SELATAN,LIMBA U DUA,GORONTALO
71647,GORONTALO,KOTA SELATAN,LIMBA U SATU,GORONTALO
71648,GORONTALO,KOTA SELATAN,BIAWAO,GORONTALO
71649,GORONTALO,KOTA SELATAN,TANJUNG KRAMAT,GORONTALO
71650,GORONTALO,KOTA SELATAN,POHE,GORONTALO
71651,GORONTALO,KOTA SELATAN,DONGGALA,GORONTALO
71652,GORONTALO,KOTA SELATAN,LIMBA B,GORONTALO
71653,GORONTALO,DUNGINGI,HUANGOBOTU,GORONTALO
71654,GORONTALO,DUNGINGI,LIBUO,GORONTALO
71655,GORONTALO,DUNGINGI,TOMULABUTAO SELATAN,GORONTALO
71656,GORONTALO,DUNGINGI,TOMULABUTAO,GORONTALO
71657,GORONTALO,KOTA BARAT,LEKOBALO,GORONTALO
71658,GORONTALO,KOTA BARAT,DEMBE I,GORONTALO
71659,GORONTALO,KOTA BARAT,PILOLODAA,GORONTALO
71660,GORONTALO,KOTA BARAT,BULIIDE,GORONTALO
71661,GORONTALO,KOTA BARAT,TENILO,GORONTALO
71662,GORONTALO,KOTA TIMUR,BOTU,GORONTALO
71663,GORONTALO,KOTA BARAT,MOLOSIPAT W,GORONTALO
71664,GORONTALO,KOTA SELATAN,BIAWU,GORONTALO
71665,GORONTALO,KOTA SELATAN,SIENDENG,GORONTALO
71666,GORONTALO,KOTA SELATAN,TENDA,GORONTALO
71667,GORONTALO,KOTA TIMUR,BUGIS,GORONTALO
71668,GORONTALO,KOTA TIMUR,IPILO,GORONTALO
71669,GORONTALO,KOTA TIMUR,MOODU,GORONTALO
71670,GORONTALO,KOTA UTARA,DEMBE JAYA,GORONTALO
71671,GORONTALO,KOTA UTARA,WONGKADITI,GORONTALO
71672,GORONTALO,DUNGINGI,TULADENGGI,GORONTALO
71673,GORONTALO,KOTA BARAT,BULADU,GORONTALO
71674,SULAWESI BARAT,ULUMANDA,KABIRAAN,MAJENE
71675,SULAWESI BARAT,TUBO,ONANG UTARA,MAJENE
71676,SULAWESI BARAT,TUBO,ONANG,MAJENE
71677,SULAWESI BARAT,TUBO,TUBO SELATAN,MAJENE
71678,SULAWESI BARAT,TUBO,TUBO,MAJENE
71679,SULAWESI BARAT,TAMMERODO,TAMMERODO,MAJENE
71680,SULAWESI BARAT,SENDANA,PUNDAU,MAJENE
71681,SULAWESI BARAT,SENDANA,PUTTADA,MAJENE
71682,SULAWESI BARAT,SENDANA,SENDANA,MAJENE
71683,SULAWESI BARAT,PAMBOANG,BONDE,MAJENE
71684,SULAWESI BARAT,PAMBOANG,SIMBANG,MAJENE
71685,SULAWESI BARAT,PAMBOANG,LALAMPANUA,MAJENE
71686,SULAWESI BARAT,PAMBOANG,BABABULO,MAJENE
71687,SULAWESI BARAT,PAMBOANG,SIRINDU,MAJENE
71688,SULAWESI BARAT,MALUNDA,LOMBONG,MAJENE
71689,SULAWESI BARAT,MALUNDA,MALUNDA,MAJENE
71690,SULAWESI BARAT,BANGGAE TIMUR,BAURUNG,MAJENE
71691,SULAWESI BARAT,BANGGAE,PANGALI-ALI,MAJENE
71692,SULAWESI BARAT,BANGGAE TIMUR,LABUANG,MAJENE
71693,SULAWESI BARAT,BANGGAE TIMUR,BARUGA,MAJENE
71694,SULAWESI BARAT,BANGGAE,BARU,MAJENE
71695,SULAWESI BARAT,BANGGAE,TOTOLI,MAJENE
71696,SULAWESI BARAT,BANGGAE,BANGGAE,MAJENE
71697,SULAWESI BARAT,TAMMERODO,ULIDANG,MAJENE
71698,SULAWESI BARAT,ULUMANDA,SAMBABO,MAJENE
71699,SULAWESI BARAT,TAMMERODO,SEPPONG,MAJENE
71700,SULAWESI BARAT,ULUMANDA,TANDEALLO,MAJENE
71701,SULAWESI BARAT,BANGGAE TIMUR,BARUGA DUA,MAJENE
71702,SULAWESI BARAT,SENDANA,MOSSO,MAJENE
71703,SULAWESI BARAT,ULUMANDA,ULUMANDA,MAJENE
71704,SULAWESI BARAT,MALUNDA,MALIAYA,MAJENE
71705,SULAWESI BARAT,MALUNDA,MEKKATTA,MAJENE
71706,SULAWESI BARAT,MALUNDA,BAMBANGAN,MAJENE
71707,SULAWESI BARAT,MALUNDA,LOMBANG,MAJENE
71708,SULAWESI BARAT,PAMBOANG,BETTENG,MAJENE
71709,SULAWESI BARAT,SENDANA,MOSSO DUA,MAJENE
71710,SULAWESI BARAT,PAMBOANG,ADOLANG,MAJENE
71711,SULAWESI BARAT,BANGGAE TIMUR,TANDE,MAJENE
71712,SULAWESI BARAT,SENDANA,TALLUM BANUA,MAJENE
71713,SULAWESI BARAT,TAMMERODO,TALLAMBALAO,MAJENE
71714,SULAWESI BARAT,WONOMULYO,BAKKA-BAKKA,POLEWALI MANDAR
71715,SULAWESI BARAT,WONOMULYO,BANUA BARU,POLEWALI MANDAR
71716,SULAWESI BARAT,WONOMULYO,TUMPILING,POLEWALI MANDAR
71717,SULAWESI BARAT,WONOMULYO,SUMBERJO,POLEWALI MANDAR
71718,SULAWESI BARAT,WONOMULYO,SUGIH WARAS,POLEWALI MANDAR
71719,SULAWESI BARAT,WONOMULYO,GALESO,POLEWALI MANDAR
71720,SULAWESI BARAT,WONOMULYO,NEPO,POLEWALI MANDAR
71721,SULAWESI BARAT,WONOMULYO,BUMI MULYO,POLEWALI MANDAR
71722,SULAWESI BARAT,WONOMULYO,SIDODADI,POLEWALI MANDAR
71723,SULAWESI BARAT,WONOMULYO,KEBUNSARI,POLEWALI MANDAR
71724,SULAWESI BARAT,WONOMULYO,SIDOREJO,POLEWALI MANDAR
71725,SULAWESI BARAT,WONOMULYO,ARJOSARI,POLEWALI MANDAR
71726,SULAWESI BARAT,WONOMULYO,BUMIAYU,POLEWALI MANDAR
71727,SULAWESI BARAT,WONOMULYO,CAMPURJO,POLEWALI MANDAR
71728,SULAWESI BARAT,WONOMULYO,ARJOSARI,POLEWALI MANDAR
71729,SULAWESI BARAT,TUBBI TARAMANU,PODA,POLEWALI MANDAR
71730,SULAWESI BARAT,TUBBI TARAMANU,TARAMANU TUA,POLEWALI MANDAR
71731,SULAWESI BARAT,TUBBI TARAMANU,ARABUA,POLEWALI MANDAR
71732,SULAWESI BARAT,TUBBI TARAMANU,TARAMANU,POLEWALI MANDAR
71733,SULAWESI BARAT,TUBBI TARAMANU,AMBOPADANG,POLEWALI MANDAR
71734,SULAWESI BARAT,TUBBI TARAMANU,RATTE,POLEWALI MANDAR
71735,SULAWESI BARAT,TINAMBUNG,TANGNGA-TANGNGA,POLEWALI MANDAR
71736,SULAWESI BARAT,TINAMBUNG,SEPA BATU,POLEWALI MANDAR
71737,SULAWESI BARAT,TINAMBUNG,TINAMBUNG,POLEWALI MANDAR
71738,SULAWESI BARAT,TINAMBUNG,KARAMA,POLEWALI MANDAR
71739,SULAWESI BARAT,TINAMBUNG,TANDUNG,POLEWALI MANDAR
71740,SULAWESI BARAT,TINAMBUNG,BATULAYA,POLEWALI MANDAR
71741,SULAWESI BARAT,TAPANGO,RISO,POLEWALI MANDAR
71742,SULAWESI BARAT,TAPANGO,DAKKA,POLEWALI MANDAR
71743,SULAWESI BARAT,TAPANGO,RAPPANG,POLEWALI MANDAR
71744,SULAWESI BARAT,TAPANGO,JAMBU MALEA,POLEWALI MANDAR
71745,SULAWESI BARAT,TAPANGO,TAPANGO BARAT,POLEWALI MANDAR
71746,SULAWESI BARAT,TAPANGO,TUTULA,POLEWALI MANDAR
71747,SULAWESI BARAT,TAPANGO,TAPANGO,POLEWALI MANDAR
71748,SULAWESI BARAT,TAPANGO,BATU,POLEWALI MANDAR
71749,SULAWESI BARAT,TAPANGO,BUSSU,POLEWALI MANDAR
71750,SULAWESI BARAT,TAPANGO,PALATTA,POLEWALI MANDAR
71751,SULAWESI BARAT,TAPANGO,KURRAK,POLEWALI MANDAR
71752,SULAWESI BARAT,TAPANGO,KALIMBUA,POLEWALI MANDAR
71753,SULAWESI BARAT,TAPANGO,PELITAKAN,POLEWALI MANDAR
71754,SULAWESI BARAT,TAPANGO,BANATO REJO,POLEWALI MANDAR
71755,SULAWESI BARAT,POLEWALI,POLEWALI,POLEWALI MANDAR
71756,SULAWESI BARAT,POLEWALI,WATTANG,POLEWALI MANDAR
71757,SULAWESI BARAT,POLEWALI,MADATTE,POLEWALI MANDAR
71758,SULAWESI BARAT,POLEWALI,SULEWATANG,POLEWALI MANDAR
71759,SULAWESI BARAT,POLEWALI,MANDING,POLEWALI MANDAR
71760,SULAWESI BARAT,POLEWALI,DARMA,POLEWALI MANDAR
71761,SULAWESI BARAT,POLEWALI,TAKATIDUNG,POLEWALI MANDAR
71762,SULAWESI BARAT,POLEWALI,LANTORA,POLEWALI MANDAR
71763,SULAWESI BARAT,POLEWALI,PEKKABATA,POLEWALI MANDAR
71764,SULAWESI BARAT,MATANGNGA,MATANGNGA,POLEWALI MANDAR
71765,SULAWESI BARAT,MATAKALI,PATAMPANUA,POLEWALI MANDAR
71766,SULAWESI BARAT,MATAKALI,BUNGA BUNGA,POLEWALI MANDAR
71767,SULAWESI BARAT,MATAKALI,TONRO LIMA,POLEWALI MANDAR
71768,SULAWESI BARAT,MATAKALI,INDUMAKKOMBONG,POLEWALI MANDAR
71769,SULAWESI BARAT,MATAKALI,MATAKALI,POLEWALI MANDAR
71770,SULAWESI BARAT,MATAKALI,BARUMBUNG,POLEWALI MANDAR
71771,SULAWESI BARAT,MAPILLI,BONNE-BONNE,POLEWALI MANDAR
71772,SULAWESI BARAT,MAPILLI,UGI BARU,POLEWALI MANDAR
71773,SULAWESI BARAT,MAPILLI,RAPPANG BARAT,POLEWALI MANDAR
71774,SULAWESI BARAT,MAPILLI,KURMA,POLEWALI MANDAR
71775,SULAWESI BARAT,MAPILLI,SATTOKO,POLEWALI MANDAR
71776,SULAWESI BARAT,MAPILLI,BEROANGIN,POLEWALI MANDAR
71777,SULAWESI BARAT,MAPILLI,SEGERANG,POLEWALI MANDAR
71778,SULAWESI BARAT,MAPILLI,RUMPA,POLEWALI MANDAR
71779,SULAWESI BARAT,MAPILLI,BUKU,POLEWALI MANDAR
71780,SULAWESI BARAT,MAPILLI,MAPILLI,POLEWALI MANDAR
71781,SULAWESI BARAT,MAPILLI,BONRA,POLEWALI MANDAR
71782,SULAWESI BARAT,MAPILLI,LANDI KANUSUANG,POLEWALI MANDAR
71783,SULAWESI BARAT,LUYO,SAMBALI-WALI,POLEWALI MANDAR
71784,SULAWESI BARAT,LUYO,BATUPANGA DAALA,POLEWALI MANDAR
71785,SULAWESI BARAT,LUYO,PUSSUI BARAT,POLEWALI MANDAR
71786,SULAWESI BARAT,LUYO,M A M B U,POLEWALI MANDAR
71787,SULAWESI BARAT,LUYO,BARU,POLEWALI MANDAR
71788,SULAWESI BARAT,LUYO,PUCCADI,POLEWALI MANDAR
71789,SULAWESI BARAT,LUYO,TENGGELAN,POLEWALI MANDAR
71790,SULAWESI BARAT,LUYO,BATUPANGA,POLEWALI MANDAR
71791,SULAWESI BARAT,LUYO,MAPILLI BARAT,POLEWALI MANDAR
71792,SULAWESI BARAT,LUYO,LUYO,POLEWALI MANDAR
71793,SULAWESI BARAT,LUYO,PUSSUI,POLEWALI MANDAR
71794,SULAWESI BARAT,LIMBORO,LIMBORO,POLEWALI MANDAR
71795,SULAWESI BARAT,LIMBORO,LEMBANG LEMBANG,POLEWALI MANDAR
71796,SULAWESI BARAT,LIMBORO,TANGAN BARU,POLEWALI MANDAR
71797,SULAWESI BARAT,LIMBORO,PENDULANGAN,POLEWALI MANDAR
71798,SULAWESI BARAT,LIMBORO,TODANG TODANG,POLEWALI MANDAR
71799,SULAWESI BARAT,LIMBORO,SAMASUNDU,POLEWALI MANDAR
71800,SULAWESI BARAT,LIMBORO,NAPO,POLEWALI MANDAR
71801,SULAWESI BARAT,LIMBORO,PALECE,POLEWALI MANDAR
71802,SULAWESI BARAT,LIMBORO,SALARRI,POLEWALI MANDAR
71803,SULAWESI BARAT,CAMPALAGIAN,ONGKO,POLEWALI MANDAR
71804,SULAWESI BARAT,CAMPALAGIAN,SUMARANG,POLEWALI MANDAR
71805,SULAWESI BARAT,CAMPALAGIAN,PAPPANG,POLEWALI MANDAR
71806,SULAWESI BARAT,CAMPALAGIAN,PARAPPE,POLEWALI MANDAR
71807,SULAWESI BARAT,CAMPALAGIAN,SURUANG,POLEWALI MANDAR
71808,SULAWESI BARAT,CAMPALAGIAN,LAPEO,POLEWALI MANDAR
71809,SULAWESI BARAT,CAMPALAGIAN,B O T T O,POLEWALI MANDAR
71810,SULAWESI BARAT,CAMPALAGIAN,KATUMBANGAN,POLEWALI MANDAR
71811,SULAWESI BARAT,CAMPALAGIAN,LAMPOKO,POLEWALI MANDAR
71812,SULAWESI BARAT,CAMPALAGIAN,KENJE,POLEWALI MANDAR
71813,SULAWESI BARAT,CAMPALAGIAN,PADANG TIMUR,POLEWALI MANDAR
71814,SULAWESI BARAT,CAMPALAGIAN,LAGI AGI,POLEWALI MANDAR
71815,SULAWESI BARAT,CAMPALAGIAN,LEMO,POLEWALI MANDAR
71816,SULAWESI BARAT,CAMPALAGIAN,PANYAMPA,POLEWALI MANDAR
71817,SULAWESI BARAT,CAMPALAGIAN,LALIKO,POLEWALI MANDAR
71818,SULAWESI BARAT,CAMPALAGIAN,PADANG,POLEWALI MANDAR
71819,SULAWESI BARAT,CAMPALAGIAN,BONDE,POLEWALI MANDAR
71820,SULAWESI BARAT,CAMPALAGIAN,GATTUNGAN,POLEWALI MANDAR
71821,SULAWESI BARAT,BULO,PULLIWA,POLEWALI MANDAR
71822,SULAWESI BARAT,BULO,IHING,POLEWALI MANDAR
71823,SULAWESI BARAT,TUBBI TARAMANU,PEBURRU,POLEWALI MANDAR
71824,SULAWESI BARAT,BULO,DAALA TIMUR,POLEWALI MANDAR
71825,SULAWESI BARAT,BINUANG,TONYAMAN,POLEWALI MANDAR
71826,SULAWESI BARAT,BINUANG,AMASSANGAN,POLEWALI MANDAR
71827,SULAWESI BARAT,BINUANG,AMASSANGAN,POLEWALI MANDAR
71828,SULAWESI BARAT,BINUANG,TONYAMAN,POLEWALI MANDAR
71829,SULAWESI BARAT,BINUANG,TONYAMAN,POLEWALI MANDAR
71830,SULAWESI BARAT,BINUANG,TONYAMAN,POLEWALI MANDAR
71831,SULAWESI BARAT,BINUANG,BATETANGNGA,POLEWALI MANDAR
71832,SULAWESI BARAT,BINUANG,AMASSANGAN,POLEWALI MANDAR
71833,SULAWESI BARAT,BINUANG,REA,POLEWALI MANDAR
71834,SULAWESI BARAT,BINUANG,KUAJANG,POLEWALI MANDAR
71835,SULAWESI BARAT,BINUANG,MAMMI,POLEWALI MANDAR
71836,SULAWESI BARAT,BINUANG,TONYAMAN,POLEWALI MANDAR
71837,SULAWESI BARAT,BINUANG,MIRRING,POLEWALI MANDAR
71838,SULAWESI BARAT,BALANIPA,SABANG SUBIK,POLEWALI MANDAR
71839,SULAWESI BARAT,BALANIPA,LAMBANAN,POLEWALI MANDAR
71840,SULAWESI BARAT,BALANIPA,TAMMAJARRA,POLEWALI MANDAR
71841,SULAWESI BARAT,BALANIPA,GALUNG TULU,POLEWALI MANDAR
71842,SULAWESI BARAT,BALANIPA,BALA,POLEWALI MANDAR
71843,SULAWESI BARAT,BALANIPA,PALLIS,POLEWALI MANDAR
71844,SULAWESI BARAT,BALANIPA,LEGO,POLEWALI MANDAR
71845,SULAWESI BARAT,BALANIPA,PAMBUSUANG,POLEWALI MANDAR
71846,SULAWESI BARAT,BALANIPA,BALANIPA,POLEWALI MANDAR
71847,SULAWESI BARAT,BALANIPA,TAMMANGALLE,POLEWALI MANDAR
71848,SULAWESI BARAT,BALANIPA,MOSSO,POLEWALI MANDAR
71849,SULAWESI BARAT,ANREAPI,ANREAPI,POLEWALI MANDAR
71850,SULAWESI BARAT,ANREAPI,DUAMPANUA,POLEWALI MANDAR
71851,SULAWESI BARAT,ALU,MOMBI,POLEWALI MANDAR
71852,SULAWESI BARAT,ALU,PUPUURING,POLEWALI MANDAR
71853,SULAWESI BARAT,ALU,PAO PAO,POLEWALI MANDAR
71854,SULAWESI BARAT,ALU,ALU,POLEWALI MANDAR
71855,SULAWESI BARAT,ALU,KALUMAMMANG,POLEWALI MANDAR
71856,SULAWESI BARAT,ALU,PETOOSANG,POLEWALI MANDAR
71857,SULAWESI BARAT,ALU,SAYOANG,POLEWALI MANDAR
71858,SULAWESI BARAT,ALU,SARAGIAN,POLEWALI MANDAR
71859,SULAWESI BARAT,BULO,B U L O,POLEWALI MANDAR
71860,SULAWESI BARAT,BULO,KAROMBANG,POLEWALI MANDAR
71861,SULAWESI BARAT,TUBBI TARAMANU,POLLEWANI,POLEWALI MANDAR
71862,SULAWESI BARAT,BULO,LENGGO,POLEWALI MANDAR
71863,SULAWESI BARAT,TUBBI TARAMANU,TUBBI,POLEWALI MANDAR
71864,SULAWESI BARAT,BULO,SABURA,POLEWALI MANDAR
71865,SULAWESI BARAT,BULO,SEPPORRAKI,POLEWALI MANDAR
71866,SULAWESI BARAT,MATANGNGA,TAPUA,POLEWALI MANDAR
71867,SULAWESI BARAT,MATANGNGA,BA'PA TAPUA,POLEWALI MANDAR
71868,SULAWESI BARAT,TINAMBUNG,LEKOPADIS,POLEWALI MANDAR
71869,SULAWESI BARAT,MATANGNGA,LILLI,POLEWALI MANDAR
71870,SULAWESI BARAT,TINAMBUNG,GALUNG LOMBOK,POLEWALI MANDAR
71871,SULAWESI BARAT,MATAKALI,PASIANG,POLEWALI MANDAR
71872,SULAWESI BARAT,ANREAPI,PAPPANDANGAN,POLEWALI MANDAR
71873,SULAWESI BARAT,MATANGNGA,RANGOAN,POLEWALI MANDAR
71874,SULAWESI BARAT,MATANGNGA,KATIMBANG,POLEWALI MANDAR
71875,SULAWESI BARAT,LIMBORO,RENGGEANG,POLEWALI MANDAR
71876,SULAWESI BARAT,TUBBI TARAMANU,TALOBA,POLEWALI MANDAR
71877,SULAWESI BARAT,LIMBORO,TANDASURA,POLEWALI MANDAR
71878,SULAWESI BARAT,BULO,PATAMBANUA,POLEWALI MANDAR
71879,SULAWESI BARAT,MATANGNGA,MAMBU TAPUA,POLEWALI MANDAR
71880,SULAWESI BARAT,ANREAPI,KELAPA DUA,POLEWALI MANDAR
71881,SULAWESI BARAT,TUBBI TARAMANU,BESOANGIN,POLEWALI MANDAR
71882,SULAWESI BARAT,TUBBI TARAMANU,BESOANGIN UTARA,POLEWALI MANDAR
71883,SULAWESI BARAT,TUBBI TARAMANU,PIRIANG TAPIKO,POLEWALI MANDAR
71884,SULAWESI BARAT,ANREAPI,KUNYI,POLEWALI MANDAR
71885,SULAWESI BARAT,BINUANG,KALEOK,POLEWALI MANDAR
71886,SULAWESI BARAT,BINUANG,PAKU,POLEWALI MANDAR
71887,SULAWESI BARAT,BINUANG,AMOLA,POLEWALI MANDAR
71888,SULAWESI BARAT,ARALLE,ARALLE SELATAN,MAMASA
71889,SULAWESI BARAT,BUNTU MALANGKA,ARALLE TIMUR,MAMASA
71890,SULAWESI BARAT,ARALLE,ARALLE UTARA,MAMASA
71891,SULAWESI BARAT,TABANG,BAKADISURA,MAMASA
71892,SULAWESI BARAT,TANDUK KALUA,BALA BATU,MAMASA
71893,SULAWESI BARAT,BAMBANG,BALATANA,MAMASA
71894,SULAWESI BARAT,RANTEBULAHAN TIMUR,BAMBANG BUDA,MAMASA
71895,SULAWESI BARAT,BAMBANG,BAMBANG TIMUR,MAMASA
71896,SULAWESI BARAT,SUMARORONG,BATANGURU,MAMASA
71897,SULAWESI BARAT,MAMBI,BUJUNGMANURUNG,MAMASA
71898,SULAWESI BARAT,PANA,DATU BARINGAN,MAMASA
71899,SULAWESI BARAT,ARALLE,HAHANGAN,MAMASA
71900,SULAWESI BARAT,MAMBI,INDO BANUA,MAMASA
71901,SULAWESI BARAT,TABANG,KALAMA',MAMASA
71902,SULAWESI BARAT,TANDUK KALUA,KANAN,MAMASA
71903,SULAWESI BARAT,RANTEBULAHAN TIMUR,KIRAK,MAMASA
71904,SULAWESI BARAT,TABULAHAN,LAKAHANG,MAMASA
71905,SULAWESI BARAT,TABULAHAN,LAKAHANG UTAMA,MAMASA
71906,SULAWESI BARAT,MEHALAAN,LEKO SUKAMAJU,MAMASA
71907,SULAWESI BARAT,MAMASA,LEMBANGNA SALULO,MAMASA
71908,SULAWESI BARAT,MESSAWA,MALIMBONG,MAMASA
71909,SULAWESI BARAT,MAMASA,MAMBULILLING,MAMASA
71910,SULAWESI BARAT,PANA,MAMULLU,MAMASA
71911,SULAWESI BARAT,PANA,MANIPI,MAMASA
71912,SULAWESI BARAT,BAMBANG,MASOSO,MAMASA
71913,SULAWESI BARAT,NOSU,MASEWE,MAMASA
71914,SULAWESI BARAT,PANA,KARAKA,MAMASA
71915,SULAWESI BARAT,MEHALAAN,MEHALAAN,MAMASA
71916,SULAWESI BARAT,MEHALAAN,MEHALAAN BARAT,MAMASA
71917,SULAWESI BARAT,MEHALAAN,MESAKADA,MAMASA
71918,SULAWESI BARAT,MESSAWA,MESSAWA,MAMASA
71919,SULAWESI BARAT,TANDUK KALUA,MINAKE,MAMASA
71920,SULAWESI BARAT,BAMBANG,BAMBANG,MAMASA
71921,SULAWESI BARAT,NOSU,MINANGA,MAMASA
71922,SULAWESI BARAT,MAMBI,PAMMOSEANG,MAMASA
71923,SULAWESI BARAT,BUNTU MALANGKA,KABAE,MAMASA
71924,SULAWESI BARAT,NOSU,PARINDING,MAMASA
71925,SULAWESI BARAT,MESSAWA,PASAPA' MAMBU,MAMASA
71926,SULAWESI BARAT,ARALLE,RALLEANAK UTARA,MAMASA
71927,SULAWESI BARAT,SUMARORONG,RANTE KAMASE,MAMASA
71928,SULAWESI BARAT,SESENAPADANG,PALADAN,MAMASA
71929,SULAWESI BARAT,BAMBANG,RANTETARIMA,MAMASA
71930,SULAWESI BARAT,BUNTU MALANGKA,RANTEBERANG,MAMASA
71931,SULAWESI BARAT,MAMBI,RANTEBULAHAN,MAMASA
71932,SULAWESI BARAT,BAMBANG,RANTELEMO,MAMASA
71933,SULAWESI BARAT,MESSAWA,RIPPUNG,MAMASA
71934,SULAWESI BARAT,PANA,SALOAN,MAMASA
71935,SULAWESI BARAT,MEHALAAN,SALUAHOK,MAMASA
71936,SULAWESI BARAT,MAMBI,SALUALO',MAMASA
71937,SULAWESI BARAT,TANDUK KALUA,MESAKADA,MAMASA
71938,SULAWESI BARAT,MAMBI,SALUBANUA SELATAN,MAMASA
71939,SULAWESI BARAT,BAMBANG,SALUBULO,MAMASA
71940,SULAWESI BARAT,BAMBANG,SALUDENGEN,MAMASA
71941,SULAWESI BARAT,MAMBI,SALUDURIAN,MAMASA
71942,SULAWESI BARAT,BAMBANG,SALUKADI,MAMASA
71943,SULAWESI BARAT,TABULAHAN,SALULEANG,MAMASA
71944,SULAWESI BARAT,MAMBI,SALUBANUA,MAMASA
71945,SULAWESI BARAT,RANTEBULAHAN TIMUR,SALUMOKANAN BARAT,MAMASA
71946,SULAWESI BARAT,BAMBANG,SALURURU,MAMASA
71947,SULAWESI BARAT,BAMBANG,SALUTABANG,MAMASA
71948,SULAWESI BARAT,BUNTU MALANGKA,KEBANGA,MAMASA
71949,SULAWESI BARAT,BUNTU MALANGKA,SALUTAMBUN BARAT,MAMASA
71950,SULAWESI BARAT,BUNTU MALANGKA,SALUTAMBUN TIMUR,MAMASA
71951,SULAWESI BARAT,SESENAPADANG,SATANETEAN,MAMASA
71952,SULAWESI BARAT,MAMBI,SENDANA,MAMASA
71953,SULAWESI BARAT,TANDUK KALUA,MALABO,MAMASA
71954,SULAWESI BARAT,SUMARORONG,SIBANAWA,MAMASA
71955,SULAWESI BARAT,MESSAWA,SIPAI,MAMASA
71956,SULAWESI BARAT,NOSU,SIWI,MAMASA
71957,SULAWESI BARAT,MAMBI,MAMBI,MAMASA
71958,SULAWESI BARAT,BAMBANG,SALUASSING,MAMASA
71959,SULAWESI BARAT,SUMARORONG,SUMARORONG,MAMASA
71960,SULAWESI BARAT,TABANG,TABANG,MAMASA
71961,SULAWESI BARAT,TABANG,TABANG BARAT,MAMASA
71962,SULAWESI BARAT,SUMARORONG,TABONE,MAMASA
71963,SULAWESI BARAT,TABULAHAN,SALUBAKKA,MAMASA
71964,SULAWESI BARAT,SUMARORONG,TADISI,MAMASA
71965,SULAWESI BARAT,PANA,PANA,MAMASA
71966,SULAWESI BARAT,TANDUK KALUA,TAMALANTIK,MAMASA
71967,SULAWESI BARAT,TABULAHAN,TAMPAK KURRA,MAMASA
71968,SULAWESI BARAT,MESSAWA,TANETE BATU,MAMASA
71969,SULAWESI BARAT,BAMBANG,TANETE TOMBA,MAMASA
71970,SULAWESI BARAT,MAMBI,TAPALINNA,MAMASA
71971,SULAWESI BARAT,MAMASA,TAUPE,MAMASA
71972,SULAWESI BARAT,TAWALIAN,TAWALIAN,MAMASA
71973,SULAWESI BARAT,SESENAPADANG,LISUAN ADA',MAMASA
71974,SULAWESI BARAT,SESENAPADANG,OROBUA,MAMASA
71975,SULAWESI BARAT,BALLA,BALLA TUMUKA',MAMASA
71976,SULAWESI BARAT,BAMBANG,ULUMAMBI BARAT,MAMASA
71977,SULAWESI BARAT,PANA,SAPAN,MAMASA
